2610788;3;一级暴击石
2610789;3;二级暴击石
2610790;3;三级暴击石
2610791;3;四级暴击石
2610792;3;五级暴击石
2610793;3;六级暴击石
2610794;3;七级暴击石
2610795;3;八级暴击石
2610796;3;九级暴击石
2610797;3;十级暴击石
2610798;3;一级坚韧石
2610799;3;二级坚韧石
2610800;3;三级坚韧石
2610801;3;四级坚韧石
2610802;3;五级坚韧石
2610803;3;六级坚韧石
2610804;3;七级坚韧石
2610805;3;八级坚韧石
2610806;3;九级坚韧石
2610807;3;十级坚韧石
2610808;3;一级生命石
2610809;3;二级生命石
2610810;3;三级生命石
2610811;3;四级生命石
2610812;3;五级生命石
2610813;3;六级生命石
2610814;3;七级生命石
2610815;3;八级生命石
2610816;3;九级生命石
2610817;3;十级生命石
2610818;3;一级魔法石
2610819;3;二级魔法石
2610820;3;三级魔法石
2610821;3;四级魔法石
2610822;3;五级魔法石
2610823;3;六级魔法石
2610824;3;七级魔法石
2610825;3;八级魔法石
2610826;3;九级魔法石
2610827;3;十级魔法石
2610828;3;一级物防石
2610829;3;二级物防石
2610830;3;三级物防石
2610831;3;四级物防石
2610832;3;五级物防石
2610833;3;六级物防石
2610834;3;七级物防石
2610835;3;八级物防石
2610836;3;九级物防石
2610837;3;十级物防石
2610838;3;一级魔防石
2610839;3;二级魔防石
2610840;3;三级魔防石
2610841;3;四级魔防石
2610842;3;五级魔防石
2610843;3;六级魔防石
2610844;3;七级魔防石
2610845;3;八级魔防石
2610846;3;九级魔防石
2610847;3;十级魔防石
2610848;3;一级攻击石
2610849;3;二级攻击石
2610850;3;三级攻击石
2610851;3;四级攻击石
2610852;3;五级攻击石
2610853;3;六级攻击石
2610854;3;七级攻击石
2610855;3;八级攻击石
2610856;3;九级攻击石
2610857;3;十级攻击石
2610858;3;一级穿透石
2610859;3;二级穿透石
2610860;3;三级穿透石
2610861;3;四级穿透石
2610862;3;五级穿透石
2610863;3;六级穿透石
2610864;3;七级穿透石
2610865;3;八级穿透石
2610866;3;九级穿透石
2610867;3;十级穿透石
2610884;3;附魔玉碎片
2610868;3;三级附魔玉
2610869;3;四级附魔玉
2610870;3;五级附魔玉
2610871;3;六级附魔玉
2610872;3;七级附魔玉
2610873;3;八级附魔玉
2610874;3;九级附魔玉
2610875;3;十级附魔玉
